record	sig_segments	total_length
ENSGMOP00000012588.1	1	5
ENSGMOP00000012553.1	1	5
ENSGMOP00000012617.1	2	11
ENSGMOP00000012586.1	1	5
ENSGMOP00000012597.1	2	10
ENSGMOP00000012620.1	1	5
ENSGMOP00000012626.1	1	5
ENSGMOP00000012657.1	1	6
ENSGMOP00000012673.1	1	5
ENSGMOP00000012675.1	1	11
ENSGMOP00000012707.1	1	5
ENSGMOP00000012709.1	1	5
ENSGMOP00000012722.1	2	11
ENSGMOP00000012740.1	1	5
ENSGMOP00000012763.1	1	6
ENSGMOP00000012774.1	1	12
ENSGMOP00000012770.1	1	5
ENSGMOP00000012806.1	1	6
ENSGMOP00000012809.1	1	5
ENSGMOP00000012810.1	1	9
ENSGMOP00000012817.1	1	6
ENSGMOP00000012858.1	1	6
ENSGMOP00000012891.1	1	8
ENSGMOP00000012902.1	1	5
ENSGMOP00000012948.1	1	12
ENSGMOP00000012988.1	1	5
ENSGMOP00000012989.1	1	7
ENSGMOP00000013015.1	1	7
ENSGMOP00000013021.1	1	7
ENSGMOP00000013025.1	1	7
ENSGMOP00000013027.1	1	7
ENSGMOP00000013022.1	1	11
ENSGMOP00000013051.1	1	8
ENSGMOP00000013068.1	1	7
ENSGMOP00000013074.1	2	11
ENSGMOP00000013071.1	2	11
ENSGMOP00000013076.1	1	5
ENSGMOP00000013112.1	1	5
ENSGMOP00000013114.1	1	8
ENSGMOP00000013129.1	1	5
ENSGMOP00000013138.1	1	5
ENSGMOP00000013128.1	1	5
ENSGMOP00000013182.1	1	5
ENSGMOP00000013193.1	2	19
ENSGMOP00000013195.1	2	19
ENSGMOP00000013196.1	2	16
ENSGMOP00000013202.1	2	19
ENSGMOP00000013203.1	2	19
ENSGMOP00000013192.1	1	7
ENSGMOP00000013200.1	1	6
ENSGMOP00000013224.1	3	17
ENSGMOP00000013291.1	1	6
ENSGMOP00000013296.1	1	6
ENSGMOP00000013299.1	1	5
ENSGMOP00000013304.1	1	6
ENSGMOP00000013314.1	1	5
ENSGMOP00000013381.1	1	5
ENSGMOP00000013409.1	1	5
ENSGMOP00000013417.1	1	5
ENSGMOP00000013421.1	1	6
ENSGMOP00000013419.1	2	12
ENSGMOP00000013435.1	1	5
ENSGMOP00000013443.1	2	11
ENSGMOP00000013459.1	1	6
ENSGMOP00000013466.1	1	7
ENSGMOP00000013478.1	1	5
ENSGMOP00000013508.1	2	11
ENSGMOP00000013510.1	2	11
ENSGMOP00000013512.1	2	11
ENSGMOP00000013514.1	2	11
ENSGMOP00000013515.1	2	11
ENSGMOP00000013518.1	2	11
ENSGMOP00000013519.1	2	11
ENSGMOP00000013525.1	2	11
ENSGMOP00000013531.1	3	16
ENSGMOP00000013520.1	1	7
ENSGMOP00000013576.1	1	6
ENSGMOP00000013575.1	2	11
ENSGMOP00000013580.1	2	11
ENSGMOP00000013582.1	2	11
ENSGMOP00000013578.1	1	21
ENSGMOP00000013595.1	1	5
ENSGMOP00000013654.1	1	6
ENSGMOP00000013696.1	1	6
ENSGMOP00000013657.1	1	5
ENSGMOP00000013669.1	1	5
ENSGMOP00000013693.1	1	5
ENSGMOP00000013713.1	1	5
ENSGMOP00000013722.1	1	5
ENSGMOP00000013741.1	2	10
ENSGMOP00000013747.1	1	5
ENSGMOP00000013757.1	1	5
ENSGMOP00000013795.1	1	5
ENSGMOP00000013830.1	1	6
ENSGMOP00000013817.1	1	8
ENSGMOP00000013869.1	2	13
ENSGMOP00000013905.1	3	22
ENSGMOP00000013901.1	1	5
ENSGMOP00000013914.1	1	12
ENSGMOP00000013977.1	1	10
ENSGMOP00000013969.1	1	6
ENSGMOP00000014039.1	1	7
ENSGMOP00000014017.1	1	5
ENSGMOP00000014022.1	1	6
ENSGMOP00000014045.1	3	26
ENSGMOP00000014073.1	2	17
ENSGMOP00000014068.1	3	26
ENSGMOP00000014043.1	1	6
ENSGMOP00000014047.1	1	6
ENSGMOP00000014098.1	1	5
ENSGMOP00000014174.1	1	5
ENSGMOP00000014181.1	1	8
ENSGMOP00000014199.1	1	8
ENSGMOP00000014204.1	1	8
ENSGMOP00000014209.1	1	8
ENSGMOP00000014178.1	1	5
ENSGMOP00000014203.1	2	10
ENSGMOP00000014220.1	1	7
ENSGMOP00000014226.1	1	5
ENSGMOP00000014224.1	1	5
ENSGMOP00000014278.1	2	11
ENSGMOP00000014264.1	1	6
ENSGMOP00000014257.1	1	6
ENSGMOP00000014263.1	1	5
ENSGMOP00000014311.1	2	12
ENSGMOP00000014302.1	1	5
ENSGMOP00000014335.1	1	5
ENSGMOP00000014394.1	1	5
ENSGMOP00000014352.1	2	15
ENSGMOP00000014355.1	2	15
ENSGMOP00000014409.1	2	12
ENSGMOP00000014392.1	1	5
ENSGMOP00000014453.1	1	5
ENSGMOP00000014534.1	1	6
ENSGMOP00000014525.1	1	5
ENSGMOP00000014542.1	2	12
ENSGMOP00000014535.1	1	10
ENSGMOP00000014584.1	2	12
ENSGMOP00000014550.1	1	5
ENSGMOP00000014556.1	1	5
ENSGMOP00000014570.1	2	13
ENSGMOP00000014588.1	1	5
ENSGMOP00000014578.1	1	5
ENSGMOP00000014593.1	1	5
ENSGMOP00000014694.1	1	8
ENSGMOP00000014686.1	1	6
ENSGMOP00000014717.1	1	6
ENSGMOP00000014740.1	2	11
ENSGMOP00000014892.1	1	5
ENSGMOP00000014749.1	1	5
ENSGMOP00000014811.1	2	13
ENSGMOP00000014808.1	1	5
ENSGMOP00000014778.1	1	6
ENSGMOP00000014801.1	1	5
ENSGMOP00000014821.1	1	6
ENSGMOP00000014842.1	1	6
ENSGMOP00000014861.1	2	15
ENSGMOP00000014853.1	9	60
ENSGMOP00000014858.1	7	44
ENSGMOP00000014910.1	1	21
ENSGMOP00000014939.1	1	5
ENSGMOP00000014928.1	2	10
ENSGMOP00000015013.1	1	5
ENSGMOP00000014937.1	2	13
ENSGMOP00000015068.1	1	7
ENSGMOP00000014993.1	1	5
ENSGMOP00000015064.1	1	7
ENSGMOP00000015496.1	1	5
ENSGMOP00000015101.1	1	6
ENSGMOP00000015152.1	1	6
ENSGMOP00000015210.1	1	6
ENSGMOP00000015211.1	2	10
ENSGMOP00000015148.1	1	6
ENSGMOP00000015244.1	1	6
ENSGMOP00000015187.1	1	6
ENSGMOP00000015224.1	1	6
ENSGMOP00000015222.1	1	6
ENSGMOP00000015257.1	3	17
ENSGMOP00000015233.1	1	15
ENSGMOP00000015282.1	1	5
ENSGMOP00000015274.1	1	5
ENSGMOP00000015372.1	1	5
ENSGMOP00000015339.1	1	5
ENSGMOP00000015322.1	1	6
ENSGMOP00000015334.1	2	11
ENSGMOP00000015333.1	1	6
ENSGMOP00000015370.1	1	5
ENSGMOP00000015403.1	2	10
ENSGMOP00000015349.1	1	5
ENSGMOP00000015385.1	1	8
ENSGMOP00000015390.1	1	5
ENSGMOP00000015397.1	1	5
ENSGMOP00000015408.1	1	5
ENSGMOP00000015484.1	2	11
ENSGMOP00000015413.1	1	5
ENSGMOP00000015490.1	2	10
ENSGMOP00000015708.1	1	5
ENSGMOP00000015538.1	1	8
ENSGMOP00000015551.1	1	5
ENSGMOP00000015596.1	1	5
ENSGMOP00000015608.1	1	5
ENSGMOP00000015617.1	1	6
ENSGMOP00000015639.1	1	9
ENSGMOP00000015709.1	1	5
ENSGMOP00000015735.1	1	9
ENSGMOP00000015703.1	1	8
ENSGMOP00000015719.1	1	5
ENSGMOP00000015772.1	1	8
ENSGMOP00000015786.1	2	18
ENSGMOP00000015800.1	1	7
ENSGMOP00000015783.1	1	5
ENSGMOP00000015843.1	1	6
ENSGMOP00000015891.1	1	6
ENSGMOP00000015905.1	1	5
ENSGMOP00000015889.1	1	5
ENSGMOP00000015954.1	1	9
ENSGMOP00000015894.1	1	7
ENSGMOP00000015918.1	1	5
ENSGMOP00000015967.1	1	7
ENSGMOP00000016031.1	1	5
ENSGMOP00000015930.1	1	14
ENSGMOP00000015981.1	1	5
ENSGMOP00000016006.1	1	6
ENSGMOP00000016299.1	1	5
ENSGMOP00000016225.1	2	12
ENSGMOP00000016020.1	1	5
ENSGMOP00000016063.1	1	5
ENSGMOP00000016053.1	1	5
ENSGMOP00000016072.1	2	12
ENSGMOP00000016082.1	1	8
ENSGMOP00000016105.1	1	7
ENSGMOP00000016192.1	4	22
ENSGMOP00000016204.1	1	5
ENSGMOP00000016150.1	1	6
ENSGMOP00000016164.1	1	6
ENSGMOP00000016201.1	1	5
ENSGMOP00000016211.1	1	5
ENSGMOP00000016239.1	1	9
ENSGMOP00000016183.1	1	8
ENSGMOP00000016276.1	1	9
ENSGMOP00000016252.1	1	7
ENSGMOP00000016370.1	2	11
ENSGMOP00000016360.1	1	12
ENSGMOP00000016377.1	1	5
ENSGMOP00000016451.1	1	5
ENSGMOP00000016442.1	1	7
ENSGMOP00000016546.1	1	6
ENSGMOP00000016484.1	1	5
ENSGMOP00000016525.1	1	6
ENSGMOP00000016535.1	1	6
ENSGMOP00000016537.1	1	6
ENSGMOP00000016520.1	1	6
ENSGMOP00000016592.1	2	15
ENSGMOP00000016605.1	1	5
ENSGMOP00000016588.1	1	5
ENSGMOP00000016625.1	1	5
ENSGMOP00000016725.1	5	33
ENSGMOP00000016750.1	1	6
ENSGMOP00000016709.1	1	6
ENSGMOP00000016710.1	1	13
ENSGMOP00000016749.1	1	5
ENSGMOP00000016752.1	1	5
ENSGMOP00000016774.1	1	5
ENSGMOP00000016770.1	1	6
ENSGMOP00000016837.1	1	7
ENSGMOP00000016833.1	1	5
ENSGMOP00000016792.1	1	5
ENSGMOP00000016854.1	1	5
ENSGMOP00000016818.1	1	7
ENSGMOP00000016896.1	1	6
ENSGMOP00000016835.1	1	5
ENSGMOP00000016856.1	1	5
ENSGMOP00000016897.1	2	11
ENSGMOP00000016949.1	1	9
ENSGMOP00000016858.1	1	6
ENSGMOP00000016904.1	1	5
ENSGMOP00000016999.1	1	6
ENSGMOP00000016980.1	1	7
ENSGMOP00000017016.1	1	10
ENSGMOP00000017007.1	1	6
ENSGMOP00000016998.1	1	18
ENSGMOP00000017024.1	1	6
ENSGMOP00000017028.1	1	6
ENSGMOP00000017056.1	2	13
ENSGMOP00000017060.1	1	7
ENSGMOP00000017072.1	1	7
ENSGMOP00000017089.1	2	15
ENSGMOP00000017172.1	2	15
ENSGMOP00000017078.1	1	6
ENSGMOP00000017118.1	2	14
ENSGMOP00000017103.1	3	23
ENSGMOP00000017126.1	1	5
ENSGMOP00000017386.1	2	11
ENSGMOP00000017239.1	1	5
ENSGMOP00000017248.1	1	6
ENSGMOP00000017255.1	1	5
ENSGMOP00000017254.1	1	6
ENSGMOP00000017289.1	1	5
ENSGMOP00000017400.1	1	6
ENSGMOP00000017487.1	1	8
ENSGMOP00000017501.1	1	8
ENSGMOP00000017516.1	1	8
ENSGMOP00000017540.1	1	8
ENSGMOP00000017555.1	1	8
ENSGMOP00000017570.1	1	8
ENSGMOP00000017337.1	1	5
ENSGMOP00000017376.1	1	5
ENSGMOP00000017407.1	2	10
ENSGMOP00000017417.1	1	5
ENSGMOP00000017484.1	2	13
ENSGMOP00000017491.1	1	6
ENSGMOP00000017519.1	1	6
ENSGMOP00000017495.1	1	7
ENSGMOP00000017510.1	1	7
ENSGMOP00000017550.1	1	5
ENSGMOP00000017547.1	1	5
ENSGMOP00000017557.1	1	7
ENSGMOP00000017572.1	1	7
ENSGMOP00000017598.1	1	5
ENSGMOP00000017629.1	1	5
ENSGMOP00000017601.1	1	11
ENSGMOP00000017659.1	2	11
ENSGMOP00000017639.1	1	5
ENSGMOP00000017679.1	1	5
ENSGMOP00000017657.1	1	5
ENSGMOP00000017670.1	1	5
ENSGMOP00000017685.1	3	19
ENSGMOP00000017683.1	2	17
ENSGMOP00000017715.1	1	11
ENSGMOP00000017741.1	1	6
ENSGMOP00000017748.1	1	7
ENSGMOP00000017757.1	1	7
ENSGMOP00000017881.1	1	6
ENSGMOP00000017949.1	1	5
ENSGMOP00000017882.1	1	6
ENSGMOP00000017906.1	4	26
ENSGMOP00000017917.1	1	5
ENSGMOP00000017887.1	1	14
ENSGMOP00000017919.1	1	7
ENSGMOP00000017954.1	1	5
ENSGMOP00000017970.1	1	5
ENSGMOP00000018236.1	1	7
ENSGMOP00000018278.1	1	7
ENSGMOP00000018325.1	1	7
ENSGMOP00000018394.1	1	6
ENSGMOP00000018416.1	1	6
ENSGMOP00000018466.1	1	5
ENSGMOP00000018010.1	1	7
ENSGMOP00000018001.1	2	14
ENSGMOP00000017980.1	1	5
ENSGMOP00000018008.1	1	5
ENSGMOP00000017983.1	1	5
ENSGMOP00000018004.1	1	7
ENSGMOP00000018097.1	1	5
ENSGMOP00000018104.1	1	6
ENSGMOP00000018115.1	1	5
ENSGMOP00000018159.1	1	5
ENSGMOP00000018178.1	1	6
ENSGMOP00000018182.1	1	5
ENSGMOP00000018176.1	1	6
ENSGMOP00000018318.1	1	5
ENSGMOP00000018337.1	1	5
ENSGMOP00000018369.1	1	5
ENSGMOP00000018375.1	1	5
ENSGMOP00000018388.1	1	5
ENSGMOP00000018395.1	1	5
ENSGMOP00000018429.1	1	5
ENSGMOP00000018177.1	1	5
ENSGMOP00000018190.1	1	5
ENSGMOP00000018228.1	1	5
ENSGMOP00000018250.1	1	8
ENSGMOP00000018246.1	1	6
ENSGMOP00000018290.1	1	7
ENSGMOP00000018270.1	1	7
ENSGMOP00000018341.1	2	20
ENSGMOP00000018363.1	1	11
ENSGMOP00000018377.1	2	14
ENSGMOP00000018367.1	2	10
ENSGMOP00000018415.1	1	5
ENSGMOP00000018452.1	1	9
ENSGMOP00000018444.1	1	5
ENSGMOP00000018530.1	1	7
ENSGMOP00000018529.1	1	5
ENSGMOP00000018526.1	1	5
ENSGMOP00000018562.1	1	6
ENSGMOP00000018579.1	1	5
ENSGMOP00000018652.1	3	18
ENSGMOP00000018604.1	1	5
ENSGMOP00000018631.1	1	5
ENSGMOP00000018649.1	1	5
ENSGMOP00000018639.1	1	10
ENSGMOP00000018683.1	3	17
ENSGMOP00000018633.1	1	7
ENSGMOP00000018811.1	1	6
ENSGMOP00000018662.1	1	9
ENSGMOP00000018711.1	1	10
ENSGMOP00000018718.1	1	6
ENSGMOP00000018720.1	4	37
ENSGMOP00000018741.1	1	5
ENSGMOP00000018803.1	1	7
ENSGMOP00000018814.1	1	7
ENSGMOP00000018769.1	2	10
ENSGMOP00000018787.1	2	11
ENSGMOP00000018880.1	1	5
ENSGMOP00000018951.1	5	25
ENSGMOP00000018915.1	1	6
ENSGMOP00000018917.1	1	5
ENSGMOP00000018975.1	1	6
ENSGMOP00000018966.1	1	6
ENSGMOP00000019051.1	2	10
ENSGMOP00000018988.1	1	6
ENSGMOP00000019000.1	1	8
ENSGMOP00000019015.1	1	6
ENSGMOP00000019018.1	1	6
ENSGMOP00000019042.1	2	11
ENSGMOP00000019076.1	1	5
ENSGMOP00000019230.1	1	6
ENSGMOP00000019242.1	1	6
ENSGMOP00000019280.1	1	5
ENSGMOP00000019285.1	2	10
ENSGMOP00000019298.1	1	5
ENSGMOP00000019310.1	1	5
ENSGMOP00000019283.1	1	5
ENSGMOP00000019363.1	1	6
ENSGMOP00000019340.1	1	9
ENSGMOP00000019382.1	1	6
ENSGMOP00000019365.1	1	5
ENSGMOP00000019362.1	1	6
ENSGMOP00000019391.1	1	5
ENSGMOP00000019395.1	1	5
ENSGMOP00000019408.1	1	7
ENSGMOP00000019451.1	1	5
ENSGMOP00000019480.1	1	8
ENSGMOP00000019467.1	3	19
ENSGMOP00000019445.1	2	13
ENSGMOP00000019472.1	1	5
ENSGMOP00000019494.1	1	5
ENSGMOP00000019516.1	2	11
ENSGMOP00000019513.1	1	9
ENSGMOP00000019596.1	1	5
ENSGMOP00000019612.1	1	5
ENSGMOP00000019645.1	1	7
ENSGMOP00000019639.1	1	5
ENSGMOP00000019643.1	1	6
ENSGMOP00000019651.1	1	5
ENSGMOP00000019658.1	1	10
ENSGMOP00000019692.1	1	5
ENSGMOP00000019668.1	1	5
ENSGMOP00000019675.1	1	14
ENSGMOP00000019695.1	1	5
ENSGMOP00000019698.1	1	12
ENSGMOP00000019819.1	1	7
ENSGMOP00000019793.1	1	5
ENSGMOP00000019773.1	1	5
ENSGMOP00000019803.1	1	6
ENSGMOP00000019846.1	1	7
ENSGMOP00000019863.1	1	7
ENSGMOP00000019905.1	1	6
ENSGMOP00000019901.1	1	5
ENSGMOP00000019930.1	3	21
ENSGMOP00000019912.1	1	6
ENSGMOP00000019913.1	1	6
ENSGMOP00000019958.1	2	13
ENSGMOP00000019922.1	1	5
ENSGMOP00000019928.1	1	5
ENSGMOP00000019945.1	1	5
ENSGMOP00000019956.1	1	10
ENSGMOP00000019964.1	1	6
ENSGMOP00000019985.1	1	7
ENSGMOP00000020052.1	1	11
ENSGMOP00000019992.1	2	10
ENSGMOP00000019998.1	1	7
ENSGMOP00000020057.1	3	15
ENSGMOP00000020080.1	1	5
ENSGMOP00000020094.1	1	6
ENSGMOP00000020119.1	1	5
ENSGMOP00000020109.1	1	6
ENSGMOP00000020115.1	1	6
ENSGMOP00000020110.1	1	5
ENSGMOP00000020162.1	1	6
ENSGMOP00000020159.1	2	15
ENSGMOP00000020153.1	1	7
ENSGMOP00000020166.1	1	5
ENSGMOP00000020177.1	1	5
ENSGMOP00000020192.1	1	5
ENSGMOP00000020260.1	2	10
ENSGMOP00000020214.1	2	23
ENSGMOP00000020319.1	1	5
ENSGMOP00000020238.1	1	6
ENSGMOP00000020326.1	1	6
ENSGMOP00000020315.1	1	5
ENSGMOP00000020332.1	1	5
ENSGMOP00000020330.1	1	10
ENSGMOP00000020371.1	1	5
ENSGMOP00000020414.1	1	5
ENSGMOP00000020429.1	1	7
ENSGMOP00000020464.1	1	8
ENSGMOP00000020549.1	1	5
ENSGMOP00000020526.1	1	5
ENSGMOP00000020523.1	1	5
ENSGMOP00000020546.1	1	9
ENSGMOP00000020604.1	1	5
ENSGMOP00000020608.1	1	5
ENSGMOP00000020633.1	1	7
ENSGMOP00000020676.1	1	5
ENSGMOP00000020679.1	1	5
ENSGMOP00000020683.1	1	5
ENSGMOP00000020711.1	2	14
ENSGMOP00000020765.1	2	10
ENSGMOP00000020753.1	1	11
ENSGMOP00000020760.1	1	6
ENSGMOP00000020776.1	1	5
ENSGMOP00000020830.1	4	25
ENSGMOP00000020834.1	1	5
ENSGMOP00000020810.1	1	5
ENSGMOP00000020859.1	3	17
ENSGMOP00000020848.1	1	10
ENSGMOP00000020862.1	1	5
ENSGMOP00000020866.1	1	6
ENSGMOP00000020964.1	2	11
ENSGMOP00000020932.1	1	6
ENSGMOP00000020951.1	1	5
ENSGMOP00000020972.1	1	7
ENSGMOP00000020997.1	1	5
ENSGMOP00000020993.1	1	6
ENSGMOP00000021014.1	1	5
ENSGMOP00000021037.1	2	15
ENSGMOP00000021040.1	2	15
ENSGMOP00000021046.1	2	14
ENSGMOP00000021036.1	1	5
ENSGMOP00000021057.1	1	7
ENSGMOP00000021063.1	1	5
ENSGMOP00000021094.1	1	5
ENSGMOP00000021096.1	1	5
ENSGMOP00000021152.1	1	5
ENSGMOP00000021154.1	1	5
ENSGMOP00000021175.1	3	22
ENSGMOP00000021191.1	1	5
ENSGMOP00000021239.1	1	5
ENSGMOP00000021249.1	2	10
ENSGMOP00000021251.1	1	6
ENSGMOP00000021271.1	1	7
ENSGMOP00000021279.1	1	5
ENSGMOP00000021352.1	1	5
ENSGMOP00000021378.1	2	11
ENSGMOP00000021382.1	1	12
ENSGMOP00000021391.1	1	5
ENSGMOP00000021399.1	1	5
ENSGMOP00000021451.1	1	6
ENSGMOP00000021460.1	1	5
ENSGMOP00000021516.1	1	6
ENSGMOP00000021711.1	1	5
ENSGMOP00000021724.1	1	6
ENSGMOP00000021858.1	1	5
ENSGMOP00000021880.1	1	5
ENSGMOP00000021914.1	2	16
